,question,answer,ground_truth
50,¿Qué derechos tiene un trabajador con un contrato temporal?," Un trabajador con un contrato temporal tiene los siguientes derechos:

1. Si el contrato resulta nulo, puede exigir por el trabajo ya prestado la remuneración correspondiente a un contrato válido (en caso de nulidad por razones generales).
2. En caso de nulidad por discriminación salarial por razón de sexo, tendrá derecho a la retribución correspondiente al trabajo igual o de igual valor.
3. Si el contrato es temporal, puede ser de duración determinada o indefinida y debe formalizarse por escrito si se trata de un contrato a tiempo parcial.
4. El representante legal de una persona de capacidad limitada puede autorizar a la misma para realizar un trabajo y ejercer los derechos y cumplir los deberes que se derivan de su contrato, siempre y cuando este autorización sea expresa o tácita.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores."
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?," Un trabajador con un contrato de duración determinada tiene los siguientes derechos básicos reconocidos por la Constitución:

a) Derecho a ser tratado con respeto humano y a una dignidad decorosa.
b) Derecho a vivir y trabajar en seguridad y salud, tanto física como mental.
c) Derecho a la igualdad de oportunidades y el principio de no discriminación.
d) Derecho al trabajo decentemente remunerado.
e) Derecho a la protección contra el desempleo.
f) Derecho a la protección contra la explotación laboral, incluyendo la jornada de trabajo máxima y mínima y el descanso domicular.
g) Derecho a las vacaciones pagadas y a los días férredos.
h) Derecho a una garantía de permanencia en el empleo en ciertas circunstancias, como después de un tiempo determinado o al cumplir cierto nivel de antigüedad.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
"
52,¿Qué características tiene un contrato fijo-discontinuo?," Un contrato fijo-discontinuo es un contrato de trabajo a tiempo parcial con duración determinada. Se caracteriza por:
1. Puede ser celebrado en los casos legales que permiten la utilización de esta modalidad de contratación (tiempo indefinido o determinado).
2. Debe formalizarse necesariamente por escrito y figurar el número de horas ordinarias de trabajo.
3. Puede ser celebrado para completar la jornada reducida por otra persona trabajadora, en causas legalesmente establecidas o reguladas en el convenio colectivo.
4. La duración del contrato no puede superar tres meses o el plazo inferior recogido en convenio colectivo, y no se puede celebrar un nuevo contrato con el mismo objeto una vez superada dicha duración máxima.","1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
"
53,¿Es posible la discriminación en las relaciones laborales?," Si se refiere a la discriminación laboral en general, sí es posible. Sin embargo, esta ley establece ciertas medidas para combatir la desigualdad entre mujeres y hombres en el ámbito laboral, tales como las reservas y preferencias en las condiciones de contratación, promoción y formación de personas del sexo menos representado en un grupo profesional. Además, se establece la inviolabilidad de la persona del trabajador y la inexistencia de registros personales sin su consentimiento.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
54,¿Es posible la discriminación en las relaciones laborales?," Sí, es posible discriminar en las relaciones laborales en ciertas circunstancias, pero existen medidas legales para promover la igualdad real y efectiva entre mujeres y hombres. La ley establece que se pueden establecer reservas y preferencias en las condiciones de contratación y clasificación profesional para favorecer al sexo menos representado en determinados grupos profesionales. También se establecen planes de igualdad en las empresas en cumplimiento con la Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres. La inviolabilidad de la persona del trabajador es protegida por la ley.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
55,¿Es posible realizar registros sobre el trabajador?," Sí, el empresario puede realizar registros sobre el trabajador. Esto se puede hacer mediante moneda de curso legal o mediante cheque u otra modalidad de pago similar a través de entidades de crédito, previo informe al comité de empresa o delegados de personal (Artículo 30). Además, el empleo, la producción y las ventas también deben registrarse. El contrato de trabajo se puede celebrar por escrito o de palabra (Artículo 8). Los menores de edad pueden trabajar con permiso de sus padres o tutores, y los extranjeros deben cumplir con la legislación específica sobre la materia.","Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. "
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?," El trabajador tiene derechos y obligaciones en materia de seguridad y salud en el trabajo. Derechos incluyen: vigilar en el cumplimiento de las normas laborales, de seguridad social y de empleo; vigilar y controlar las condiciones de seguridad y salud en el trabajo; participar en la gestión de obras sociales establecidas en la empresa; colaborar con la dirección para conseguir medidas que aumenten la productividad; informarse sobre puestos de trabajo vacantes de carácter fijo ordinario y tener consideración como colectivo prioritario para el acceso a iniciativas de formación. Obligaciones incluyen: cumplimiento de las disposiciones legales, convenios colectivos y órdenes en el trabajo; colaborar con la dirección para verificar su cumplimiento de sus obligaciones laborales, manteniendo la dignidad del trabajador; no discriminación en relaciones laborales. Además, el empresario puede adoptar medidas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones laborales y puede verificar el estado de salud del trabajador.","1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
"
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?, El trabajador está obligado a recibir una formación teórica y práctica sobre Prevención de Riesgos Laborales tanto al momento de su contratación como cuando hayan cambios en sus funciones o introduzcan nuevas tecnologías o equipos de trabajo.,"El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. "
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?," Los delegados de prevención o representantes legales de los trabajadores tienen las siguientes obligaciones en materia de seguridad y salud en el trabajo:

1. Vigilar en el cumplimiento de las normas laborales, sociales y de empleo, así como de los usos de empresa.
2. Vigilar y controlar las condiciones de seguridad y salud en el desarrollo del trabajo en la empresa.
3. Vigilar el respeto y aplicación del principio de igualdad entre mujeres y hombres, especialmente en materia salarial.
4. Participar en la gestión de obras sociales establecidas en la empresa en beneficio de los trabajadores o familiares.
5. Colaborar con la dirección de la empresa para conseguir el establecimiento y puesta en marcha de medidas de productividad, sostenibilidad ambiental y conciliación.
6. Informar a sus representados en todos los temas y cuestiones que pueden tener repercusión en las relaciones laborales.
7. Establecer disposiciones específicas relativas al contenido y a las modalidades de ejercicio de los derechos de información y consulta previstos en este artículo, así como al nivel de representación más adecuado para ejercerlos.
8. Depósito de convenios y acuerdos colectivos de trabajo y planes de igualdad en REGCON.
9. La aplicación de una excepción que extiende el contrato de trabajo requiere cumplimiento de los requisitos específicos previstos en la normativa de Seguridad Social para tener derecho al cien por ciento de la pensión ordinaria de jubilación en su modalidad contributiva.","Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
"
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?," Los poderes del empresario en el ámbito laboral son:
1. Vigilar y cumplir con las normas legales en materia laboral, seguridad social, empleo y usos de la empresa.
2. Velar por las condiciones de seguridad y salud en el trabajo.
3. Asegurar el respeto y aplicación del principio de igualdad entre mujeres y hombres, especialmente en materia salarial.
4. Participar en la gestión de obras sociales establecidas en la empresa en beneficio de los trabajadores o de sus familiares.
5. Colaborar con la dirección de la empresa para conseguir el mantenimiento y el incremento de la productividad y de la persona respecto de la empresa.
6. Representarse legalmente en relación con las condiciones de ejecución de la actividad laboral, en coordinación con otras personas trabajadoras cuando comparten centro de trabajo.","1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
"
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?," El trabajador puede recibir prestaciones laborales de diferentes empresarios, pero solo podrán hacerse pagos legales y se requiere el informe al comité o delegados de personal. Sin embargo, si el trabajador no puede prestar servicios por impedimentos del empresario, conserva su derecho a su salario. También, el empresario no puede discriminar el pago por razón de sexo y debe llevar un registro con los valores medios de los salarios y complementos.","No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
"
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?," Las características de un pacto de no concurrencia posterior a la extinción del contrato incluyen:

1. No se pueden imponer sanciones que consistan en la reducción de la duración de las vacaciones u otra minoración de los derechos al descanso del trabajador o multa de haber. (Sección 1.ª Prescripción de acciones derivadas del contrato, Artículo 59)
2. Las acciones derivadas del contrato que no tengan señalado plazo especial prescribirán al año de su terminación. El plazo se computará desde el día en que la acción pudiera ejercitarse si la acción se ejercita para exigir percepciones económicas o para el cumplimiento de obligaciones de tracto único, que no puedan tener lugar después de extinguido el contrato. (Artículo 59)
3. Las partes negociadoras pueden establecer la duración de los convenios colectivos y, durante la vigencia del convenio colectivo, las partes pueden negociar su revisión. En defecto de pacto, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes. (Artículo 86)
4. Las personas fijas-discontinuas pueden ejercer acciones relacionadas con incumplimientos durante la contratación fija-discontinua, pero los periodos de inactividad solo podrán producirse como plazos de espera de recolocación entre subcontrataciones. Los convenios colectivos sectoriales pueden determinar un plazo máximo de inactividad entre subcontratas, que en defecto de previsión convencional será de tres meses. (datos de las altas efectivas de las personas fijas discontinuas)"," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
"
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?," El régimen de compensación económica por plena dedicación del trabajador se establece en el artículo 26.1 del texto refundido de la Ley General de la Seguridad Social, que define al salario como la totalidad de las percepciones económicas que reciben los trabajadores por su actividad laboral. La retribución por el tiempo de trabajo efectivo se fija en el convenio colectivo aplicable en la empresa o en su defecto la del grupo profesional y nivel retributivo correspondiente a las funciones desempleadas. La retribución no puede ser inferior a la retribución mínima establecida para el contrato de formación en alternancia ni al salario mínimo interprofesional en proporción al tiempo de trabajo efectivo.

Otras normas específicas se aplican a determinados contratos como los de formación, relevo y jubilación parcial, que están definidos en el mismo artículo. Por ejemplo, las personas contratadas con un contrato de formación para la obtención de prácticas profesionales no pueden realizar horas extraordinarias, salvo en ciertos supuestos. Además, la ejecución de estos contratos de trabajo a tiempo parcial y su retribución son compatibles con la pensión que la Seguridad Social reconoce al trabajador en concepto de jubilación parcial.

Por último, se indica que el contrato de relevo se celebra con un trabajador en situación de desempleo o que tuviese concertado con la empresa un contrato de duración determinada, y que su duración puede ser indefinida o al menos igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria.","el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación."
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?," El empresario puede recibir compensación económica si abandona su trabajo, pero solo si se cumplen los siguientes requisitos:

* Debe hacerlo en moneda de curso legal o mediante cheque u otra modalidad similar a través de entidades de crédito.
* Debe informar al comité de empresa o delegados de personal previo a cualquier pago.
* El pacto de no competencia para después de extinguido el contrato de trabajo, solo será válido si se cumplen los requisitos siguientes:
  - El empresario tenga un efectivo interés industrial o comercial en el hecho.
  - Se satisfaga al trabajador una compensación económica adecuada.
* Debe haber un pacto de no competencia explícito entre el empresario y el trabajador.
* La duración del pacto de no competencia no podrá tener una duración superior a dos años para los técnicos y seis meses para los demás trabajadores.

Si el contrato es nulo debido a discriminación salarial por razón de sexo, el trabajador tendrá derecho a la retribución correspondiente al trabajo igual o de igual valor."," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios."
64,¿Cuáles son las reglas del sistema de clasificación profesional?," La regla del sistema de clasificación profesional implica agrupamiento unitario de aptitudes, profesiones y contenido general de trabajo. Además, hay criterios para definir grupos profesionales que incluyen un análisis correlacional entre sesgos de género, puestos de trabajo, criterios de encuadramiento y retribuciones. Otras reglas incluyen la igualdad real y efectiva entre hombres y mujeres, adaptación al ámbito de la empresa del sistema de clasificación profesional, adaptación de los aspectos de las modalidades de contratación, medidas para favorecer la correspondencia laboral-familiar y personal, así como otras disposiciones establecidas en los acuerdos y convenios colectivos.","1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
"
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?," El trabajador tiene derecho a la adaptación de la jornada ordinaria para asistir a cursos de formación profesional, concesión de permisos oportunos para formación o perfeccionamiento profesional, con reserva del puesto de trabajo. También tiene derecho a la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo y, si tiene al menos un año de antigüedad, a un permiso retribuido de veinte horas anuales de formación profesional. Los términos del ejercicio de estos derechos se pactarán en la negociación colectiva.","a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. "
66,¿Cómo se regulan los ascensos?," La regulación de los ascensos no está explícitamente mencionada en el contexto proporcionado, sin embargo, la regulación de empleo, incluido el contratado a tiempo parcial, puede influir indirectamente en los ascensos. A veces, un ascenso se otorga como parte del avance profesional y de la retribución a tiempo parcial, pero no hay una referencia clara a esto en el contexto proporcionado.","1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
"
67,¿Cómo se regula la promoción económica?," La promoción económica se regula en diversas áreas, incluyendo el horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de vacaciones, la adaptación al sistema de clasificación profesional de los trabajadores, la aplicabilidad de aspectos de las modalidades de contratación y medidas para favorecer la conciliación entre vida laboral, familiar y personal. Otros elementos que también entran en esta regulación son aquellas otras que dispongan los acuerdos y convenios colectivos, las elecciones sindicales, el pago de indemnizaciones por abandono anticipado de trabajo en ciertos casos y la clasificación profesional. El sistema de clasificación profesional se establece mediante negociación colectiva o acuerdo entre la empresa y los representantes de los trabajadores.","1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual."
68,¿Qué se considera salario?," Salario es cualquier retribución directa o indirecta que se paga por la prestación de un trabajo, independientemente de su naturaleza (salarial o extrasalarial). La liquidación y el pago del salario deben hacerse puntualmente y documentadamente.","1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
"
69,¿Qué debe comprender el salario?," El salario debe ser igual por personas que realicen trabajo de igual valor, sin discriminación por razón de sexo. La naturaleza de las funciones o tareas, las condiciones educativas, profesionales o de formación exigidas para su ejercicio, los factores estrictamente relacionados con su desempeño y las condiciones laborales en las que se realiza dicho trabajo son factores a considerar para determinar si tienen igual valor. El empresario debe llevar un registro de los salarios, complementos salariales y percepciones extrasalariales, agregados por sexo y distribuidos por grupos profesionales, categorías profesionales o puestos de trabajo iguales o de igual valor. Si en una empresa con al menos cincuenta trabajadores el promedio de las retribuciones a los trabajadores de un sexo es superior a un 25% a los del otro, el empresario debe incluir una justificación de que la diferencia no esté relacionada con el sexo. La liquidación y pago se realiza puntual y documentalmente.","Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa."
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?," La carga fiscal y de Seguridad Social a cargo del trabajador es satisfecha por el empleador, no el trabajador.","Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario."
71,¿Cómo se fija el Salario Mínimo Interprofesional?," El Salario Mínimo Interprofesional se establece en un convenio colectivo y no puede ser inferior al sesenta por ciento del primer año ni al setenta y cinco por ciento el segundo, respecto del salario mínimo fijado en convenio para el grupo profesional y nivel retributivo correspondiente a las funciones desempeñadas. En ningún caso puede ser inferior al Salario Mínimo Interprofesional proporcionalmente al tiempo de trabajo efectivo. También se regula que la retribución por el tiempo de trabajo efectivo en contratos de formación para la obtención de práctica profesional debe ser la fijada en el convenio colectivo aplicable en la empresa o en su defecto la del grupo profesional y nivel retributivo correspondiente a las funciones desempeñadas. En ningún caso la retribución podrá ser inferior al salario mínimo interprofesional proporcionalmente al tiempo de trabajo efectivo.","1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
"
72,¿Cómo se liquida y se paga el salario?," El salario se paga a las veinticuatro mensualidades, y puede ser líquidado de dos maneras: opción por la readmisión o indemnización. Si el empleador opta por la readmisión, el trabajador tendrá derecho a los salarios de tramitación. Si el empleador no opta por la readmisión o la indemnización, se entiende que procede la primera. En caso de opción por la indemnización, se termina el contrato y es necesario verificar si el despedido era un representante legal de los trabajadores o un delegado sindical para saber si le corresponde tomar la decisión sobre la opción.

En cuanto a la igualdad de remuneración por razón de sexo, el empresario está obligado a pagar la misma retribución por trabajo de igual valor sin discriminación alguna por razón de sexo. Debe llevar un registro con los valores medios de los salarios y otras retribuciones por grupo profesional, categoría profesional o puesto de trabajo igual o de igual valor. Además, las personas trabajadoras tienen derecho a acceder al registro salarial de su empresa. Si en una empresa con al menos cincuenta trabajadores existe un veinticinco por ciento o más diferencia en el promedio de las retribuciones a los trabajadores de un sexo, el empresario debe justificar la diferencia en relación con motivos no relacionados con el sexo.","1. La liquidación y el pago del salario se harán puntual y documentalmente en la fecha y lugar convenidos o conforme a los usos y costumbres. El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes.
La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. "
73,¿Cómo se regulan las gratificaciones extraordinarias?," La ley regula las gratificaciones extraordinarias en dos ocasiones al año, una para las fiestas de Navidad y otra que se fija por convenio colectivo o acuerdo entre el empresario y los representantes legales de los trabajadores. La cuantía de estas gratificaciones se fija por convenio colectivo. También se puede acordar en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.","El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.

No obstante, podrá acordarse en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.
"
74,¿Cuáles son las garantías de las que goza el salario?," El salario se considera la totalidad de las percepciones económicas por la prestación de servicios laborales. Debe ser igual para trabajos de igual valor, sin discriminación alguna por razón de sexo. El empresario está obligado a llevar un registro con los valores medios de los salarios y complementos salariales de su plantilla desagregados. La tasa de ocupación de las mujeres trabajadoras por cuenta ajena en alguna actividad económica puede bajar el límite del 30% para alcanzar la igualdad real y efectiva entre mujeres y hombres.","1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.

2. Los créditos salariales gozarán de preferencia sobre cualquier otro crédito

3. Los créditos por salarios no protegidos en los apartados anteriores tendrán la condición de singularmente privilegiados en la cuantía que resulte de multiplicar el triple del salario mínimo interprofesional por el número de días del salario pendientes de pago, gozando de preferencia sobre cualquier otro crédito, excepto los créditos con derecho real, en los supuestos en los que estos, con arreglo a la ley, sean preferentes. La misma consideración tendrán las indemnizaciones por despido en la cuantía correspondiente al mínimo legal calculada sobre una base que no supere el triple del salario mínimo.

4. El plazo para ejercitar los derechos de preferencia del crédito salarial es de un año, a contar desde el momento en que debió percibirse el salario, transcurrido el cual prescribirán tales derechos.
"
