,question,answer,ground_truth
46,¿Qué tipos de trabajo se pueden realizar respecto a la duración del contrato?,Buen día. ¿Podría ayudarte con algo?,El contrato de trabajo podrá concertarse por tiempo indefinido o por una duración determinada.
47,¿Cuándo se pueden realizar contratos de duración determinada?,Una vez que se produzcan los datos de las altas efectivas de las personas fijas discontinuas.,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta.
no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial 
Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
b) Cuando las circunstancias del mercado, acumulación de tareas o exceso de pedidos así lo exigieran, aun tratándose de la actividad normal de la empresa. En tales casos, los contratos podrán tener una duración máxima de seis meses, dentro de un periodo de doce meses, contados a partir del momento en que se produzcan dichas causas. Por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior, podrá modificarse la duración máxima de estos contratos y el periodo dentro del cual se puedan realizar en atención al carácter estacional de la actividad en que dichas circunstancias se puedan producir. En tal supuesto, el periodo máximo dentro del cual se podrán realizar será de dieciocho meses, no pudiendo superar la duración del contrato las tres cuartas partes del periodo de referencia establecido ni, como máximo, doce meses.

En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha duración máxima.
c) Cuando se trate de sustituir a trabajadores con derecho a reserva del puesto de trabajo, siempre que en el contrato de trabajo se especifique el nombre del sustituido y la causa de sustitución.
"
48,¿Qué efecto tiene un contrato temporal celebrado en fraude de ley?,"No tengo información específica sobre el efecto de un contrato temporal celebrado en fraude de ley. Sin embargo, puedo decir que el fraude de ley se refiere a la violación intencional de la ley laboral, lo cual puede tener graves consecuencias para los trabajadores y las empresas.",Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley.
49,¿Cuándo se deben notificar los contratos determinados a la representación legal de los trabajadores?,"No lo sabes, no hay información clara sobre cuando se deben notificar los contratos determinados a la representación legal de los trabajadores. Sin embargo, se menciona que es necesario notificar a los representantes legales de los trabajadores una copia del contrato antes de su celebración, junto con una carta dirigida por el empresario a los mismos.",Los empresarios habrán de notificar a la representación legal de los trabajadores en las empresas los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo cuando no exista obligación legal de entregar copia básica de los mismos.
50,¿Qué derechos tiene un trabajador con un contrato temporal?,"Según los artículos 30 y 12 del contrato temporal, el trabajador tiene derecho a:

* Recibir su salario aunque no pueda prestar sus servicios debido a retrasos imputables al empresario.
* Reclamar ante la jurisdicción social si se le compensa por otro trabajo realizado en otro tiempo.
* No exceder la duración máxima del contrato establecida, con valor liberatorio si ha estado previamente contratado bajo dicha modalidad.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores."
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?,"Un trabajador con un contrato de duración determinada tiene derecho a que se le informe si ha estado previamente contratado bajo el mismo tipo de contrato y a que se le garantice no exceder la duración máxima establecida. También tiene derecho a protección a la salud, siempre y cuando cumpla con ciertas condiciones como ser menor de treinta años en los casos de certificados de profesionalidad de nivel 1 y 2 y programas públicos o privados de formación en alternancia de empleo-formación.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
"
52,¿Qué características tiene un contrato fijo-discontinuo?,"Un contrato fijo-discontinuo tiene varias características, incluyendo:

- Un trabajador no puede exceder el 60% de las horas ordinarias contratadas.
- El trabajador debe conocer el día y la hora de realización de las horas complementarias con un preaviso mínimo de tres días.
- Las horas complementarias podrán quedar sin efecto por renuncia del trabajador, mediante un preaviso de 15 días, una vez cumplido un año desde su celebración, siempre que se cumplan ciertas circunstancias.","1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
"
53,¿Es posible la discriminación en las relaciones laborales?,"Sí, es posible la discriminación en las relaciones laborales. De acuerdo con el artículo 45, la suspensión del contrato puede establecerse por causas como la discriminación entre mujeres y hombres, lo que permite establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
54,¿Es posible la discriminación en las relaciones laborales?,"[S] Pregunta: ¿Es posible la discriminación en las relaciones laborales?

Respuesta: Sí, según el artículo 25 de la Ley, es posible establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación entre mujeres y hombres.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
55,¿Es posible realizar registros sobre el trabajador?,"Sí, es posible realizar registros sobre el trabajador en caso de finalización de contrato laboral, siempre y cuando se comuniquen las condiciones de trabajo a la autoridad laboral. Sin embargo, existen excepciones para informaciones específicas que puedan comprometer la estabilidad económica o funcionamiento de la empresa.","Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. "
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?,"Un trabajador tiene derecho a una protección eficaz en materia de seguridad y salud en el trabajo, según Artículo 19.1.

En cuanto a obligaciones, está obligado a observar en su trabajo las medidas legales y regulatorias de seguridad y salud en el trabajo (Artículo 19.2).

También tiene derecho a una evaluación gratuita de su estado de salud antes de ser asignado a un trabajo nocturno y posteriormente a intervalos regulares, según Artículos 21.1 y 20 bis.3.

Además, tiene derecho a la desconexión digital y a la intimidad frente al uso de dispositivos de videovigilancia y geolocalización, según Artículo 20 bis.","1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
"
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?,"No lo sabes. La información proporcionada se refiere a la Ley 31/1995, de Prevención de Riesgos Laborales, y no parece estar relacionada directamente con la formación acerca de Prevención de Riesgos Laborales.","El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. "
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?,"No tengo información específica sobre las obligaciones de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo. Sin embargo, puedo decir que según la Ley 31/1995, de Prevención de Riesgos Laborales, los trabajadores tienen derecho a una protección eficaz en materia de seguridad y salud en el trabajo, y están obligados a observar las medidas legales y reguladoras de seguridad y salud. También es posible que los delegados de prevención o representantes legales tengan un papel importante en la gestión de obras sociales y la colaboración con la dirección de la empresa para establecer medidas de protección adaptadas a la naturaleza de su trabajo. Sin embargo, no tengo información específica sobre las obligaciones exactas de estos representantes en materia de seguridad y salud.","Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
"
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?,No tengo información sobre los poderes de dirección y control del empresario en la actividad laboral. No sabemos si estos poderes son exclusivos del empresario o si están regulados por alguna ley específica.,"1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
"
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?,"No tengo información sobre la prestación laboral para diferentes empresarios, pero puedo decirte que en España se puede establecer un contrato de trabajo temporal o un contrato de trabajo con flexibilidad laboral, que permiten a los trabajadores realizar actividades laborales para diferentes empresas. Sin embargo, no tengo información específica sobre si un trabajador puede tener una prestación laboral para diferentes empresarios durante un máximo de doce mensualidades.","No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
"
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?,"No tengo información específica sobre las características de un pacto de no concurrencia posterior a la extinción del contrato. Sin embargo, puedo decir que un pacto de no concurriría ser una cláusula contractual que impide que dos partes o entidades concurren en la misma actividad o industria después de la disolución de un acuerdo o contrato. ¿Podrías proporcionar más contexto o detalles sobre el tema?"," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
"
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?,"No tengo información sobre el régimen específico de compensación económica por plena dedicación del trabajador. Sin embargo, puedo decirte que se menciona en la ley el concepto de ""excedencia regulada"" en el artículo 46.1, donde se puede pasar al trabajador afectado a esta situación si el cumplimiento del deber antes referido supone la imposibilidad de la prestación del trabajo debido.","el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación."
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?,"No sabes si el empresario tendrá derecho a percibir una compensación económica por especialización profesional si se abandona el trabajo, pero según lo establecido en los artículos mencionados, si el trabajador no puede prestar sus servicios debido a retrasos del empleador, conserva el derecho a su salario."," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios."
64,¿Cuáles son las reglas del sistema de clasificación profesional?,"Basándome en los elementos contextuales proporcionados, no puedo determinar la información precisa sobre las reglas del sistema de clasificación profesional.

No tengo suficiente información para proporcionar una respuesta detallada. ¿Podrías proporcionar más contexto o aclarar cuál es la pregunta específica que deseas responder?","1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
"
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?,"B) En el supuesto de que el contrato se suscriba en el marco de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo-formación, que formen parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá ser concertado con personas de hasta treinta años.","a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. "
66,¿Cómo se regulan los ascensos?,"No tengo información específica sobre cómo se regulan los ascensos en la legislación laboral, pero puedo decirte que generalmente se regulan de acuerdo con las normas del contrato de trabajo y el régimen jurídico aplicable. 

En muchos países, los ascensos están regulados por la Ley Laboral o por el Estatuto de Trabajo, que establece las condiciones para el ascenso, como la necesidad de experiencia, habilidades y conocimientos específicos, así como la evaluación del desempeño laboral. Además, los sindicatos y las organizaciones sindicales pueden tener un papel importante en la regulación de los ascensos, ya que pueden negociar condiciones y beneficios con los empleadores.

Es posible que necesites buscar información específica en la legislación laboral del país o región donde te encuentras para obtener más detalles sobre cómo se regulan los ascensos.","1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
"
67,¿Cómo se regula la promoción económica?,"No tengo información específica sobre cómo se regula la promoción económica en el contexto proporcionado. Sin embargo, puedo decir que la regulación de la promoción económica puede estar relacionada con leyes y normas laborales, políticas públicas y acciones gubernamentales diseñadas para fomentar el crecimiento económico y la competitividad.","1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual."
68,¿Qué se considera salario?,"Según lo establecido en el artículo, se considera salario la retribución de los trabajadores y el crédito de horas mensuales retribuidas para el ejercicio de sus funciones de representación.","1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
"
69,¿Qué debe comprender el salario?,"El salario debe comprender:

- Una compensación por el trabajo realizado en la empresa.
- Derechos sociales y laborales, como las horas de representación establecidas en el artículo 75.2 (e) del BOLETÍN OFICIAL DEL ESTADO.","Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa."
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?,"Según lo establecido en el artículo 5.6 de la ley, es responsabilidad del trabajador y no del empresario pagar las cargas fiscales y de Seguridad Social a cargo del trabajador. El Fondo RED de Flexibilidad y Estabilización del Empleo se encargará de reembolsar al trabajador los importes que hayan sido satisfechos por el Fondo de Garantía Salarial, siempre y cuando estén pendientes de pago en ese momento.","Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario."
71,¿Cómo se fija el Salario Mínimo Interprofesional?,"El salario mínimo interprofesional se fija anualmente por el Gobierno, previa consulta con organizaciones sindicales y asociaciones empresariales, teniendo en cuenta los siguientes indicadores:

* El índice de precios de consumo
* La productividad media nacional alcanzada
* El incremento de la participación del trabajo en la renta nacional
* La coyuntura económica general

Además, se establece una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.","1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
"
72,¿Cómo se liquida y se paga el salario?,"No puedo proporcionar asesoramiento legal. Si necesitas ayuda con un tema relacionado con el salario, te recomendaría buscar asesoramiento de un profesional capacitado en derecho laboral. ¿Hay algo más en lo que pueda ayudarte?","1. La liquidación y el pago del salario se harán puntual y documentalmente en la fecha y lugar convenidos o conforme a los usos y costumbres. El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes.
La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. "
73,¿Cómo se regulan las gratificaciones extraordinarias?,"No tengo información específica sobre cómo se regulan las gratificaciones extraordinarias en el contexto del trabajo y la Seguridad Social. Sin embargo, puedo decir que las gratificaciones extraordinarias suelen estar reguladas por los estatutos de las empresas o organizaciones, así como por las leyes laborales aplicables.

Si deseas obtener información más precisa, te recomiendo consultar el texto legal completo o buscar fuentes oficiales y actualizadas.","El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.

No obstante, podrá acordarse en convenio colectivo que las gratificaciones extraordinarias se prorrateen en las doce mensualidades.
"
74,¿Cuáles son las garantías de las que goza el salario?,"No tengo información específica sobre las garantías del salario, pero puedo decir que el salario es un derecho laboral protegido por la ley. En general, el salario se considera un elemento fundamental para garantizar el bienestar y la dignidad de los trabajadores.

En España, el salario tiene varias características que lo protegen:

*   Es un derecho subjetivo: El salario es un derecho del trabajador que le pertenece en propiedad.
*   Se establece por acuerdo colectivo o por convenio individual: El salario se fija por acuerdo colectivo entre la empresa y el sindicato o por convenio individual entre la empresa y el trabajador.
*   Debe ser justo y equitativo: La ley exige que el salario sea justo y equitativo, es decir, que sea razonable en relación con las necesidades del trabajador y las del negocio.

Es importante destacar que el salario no está protegido de todas las formas, por ejemplo, si la empresa se encuentra en una situación de crisis económica o de liquidación, puede tomar medidas que afecten al salario de los trabajadores.","1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.

2. Los créditos salariales gozarán de preferencia sobre cualquier otro crédito

3. Los créditos por salarios no protegidos en los apartados anteriores tendrán la condición de singularmente privilegiados en la cuantía que resulte de multiplicar el triple del salario mínimo interprofesional por el número de días del salario pendientes de pago, gozando de preferencia sobre cualquier otro crédito, excepto los créditos con derecho real, en los supuestos en los que estos, con arreglo a la ley, sean preferentes. La misma consideración tendrán las indemnizaciones por despido en la cuantía correspondiente al mínimo legal calculada sobre una base que no supere el triple del salario mínimo.

4. El plazo para ejercitar los derechos de preferencia del crédito salarial es de un año, a contar desde el momento en que debió percibirse el salario, transcurrido el cual prescribirán tales derechos.
"
75,¿Qué es el Fondo de Garantía Salarial?,"No tengo información específica sobre el ""Fondo de Garantía Salarial"". Sin embargo, puedo decirte que la Ley General de la Seguridad Social contempla disposiciones relacionadas con la protección laboral y los derechos de los trabajadores, como se menciona en las disposiciones adicionales vigesimotercera y vigesimoquinta.","1. El Fondo de Garantía Salarial, abonará a los trabajadores el importe de los salarios pendientes de pago a causa de insolvencia o concurso del empresario.

A los anteriores efectos, se considerará salario la cantidad reconocida como tal en acto de conciliación o en resolución judicial por todos los conceptos a que se refiere el artículo 26.1, así como los salarios de tramitación en los supuestos en que legalmente procedan, sin que pueda el Fondo abonar, por uno u otro concepto, conjunta o separadamente, un importe superior a la cantidad resultante de multiplicar el doble del salario mínimo interprofesional diario, incluyendo la parte proporcional de las pagas extraordinarias, por el número de días de salario pendiente de pago, con un máximo de ciento veinte días.
"
76,¿Cuáles son las características de la jornada de trabajo?,"La jornada de trabajo se caracteriza por:

* Una duración máxima de 8 horas al día y un período máximo de 40 horas semanales.
* Un ritmo continuo o discontinuo, lo que implica la necesidad del trabajador de prestar sus servicios en horas diferentes durante un periodo determinado de días o semanas.
* Para las empresas con procesos productivos continuos, se garantiza la rotación de los turnos y la no acumulación de más de dos semanas consecutivas en el turno nocturno, salvo adscripción voluntaria.
* Un nivel de protección en materia de salud y seguridad adecuado para los trabajadores nocturnos y quienes trabajan a turnos.","1. La duración de la jornada de trabajo será la pactada en los convenios colectivos o contratos de trabajo.

La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual.

2. Mediante convenio colectivo o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año. En defecto de pacto, la empresa podrá distribuir de manera irregular a lo largo del año el diez por ciento de la jornada de trabajo.

 deberá respetar en todo caso los periodos mínimos de descanso diario y semanal previstos en la ley y el trabajador deberá conocer con un preaviso mínimo de cinco días el día y la hora de la prestación de trabajo resultante de aquella.

La compensación de las diferencias, por exceso o por defecto, entre la jornada realizada y la duración máxima de la jornada ordinaria de trabajo legal o pactada será exigible según lo acordado en convenio colectivo o, a falta de previsión al respecto, por acuerdo entre la empresa y los representantes de los trabajadores. En defecto de pacto, las diferencias derivadas de la distribución irregular de la jornada deberán quedar compensadas en el plazo de doce meses desde que se produzcan.

3. Entre el final de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas.

El número de horas ordinarias de trabajo efectivo no podrá ser superior a nueve diarias, salvo que por convenio colectivo o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establezca otra distribución del tiempo de trabajo diario, respetando en todo caso el descanso entre jornadas.

Los trabajadores menores de dieciocho años no podrán realizar más de ocho horas diarias de trabajo efectivo,

4. Siempre que la duración de la jornada diaria continuada exceda de seis horas, deberá establecerse un periodo de descanso durante la misma de duración no inferior a quince minutos. 
"
77,"¿El trabajador tiene derecho a adaptar la jornada de trabajo para conciliar su vida personal, familiar y laboral?","Sí, el trabajador tiene derecho a adaptar su jornada de trabajo para conciliar su vida personal y laboral. Estas adaptaciones deben ser razonables y proporcionadas en relación con las necesidades de la persona trabajadora y las necesidades organizativas o productivas de la empresa.","El trabajador tendrá derecho a adaptar la duración y distribución de la jornada de trabajo para hacer efectivo su derecho a la conciliación de la vida personal, familiar y laboral 

A tal fin, se promoverá la utilización de la jornada continuada, el horario flexible u otros modos de organización del tiempo de trabajo "
