,question,answer,ground_truth
46,¿Qué tipos de trabajo se pueden realizar respecto a la duración del contrato?,"1. Un contrato formativo puede ser indefinido de carácter ordinario si no se cumplen sus obligaciones formativas o si al término del contrato la persona continúa en la empresa.
2. Los requisitos para celebrar un contrato formativo se establecen reguladamente, incluyendo el número de contratos por tamaño de centro de trabajo y las exigencias relacionadas con la estabilidad de la plantilla.
3. El empleo, así como sobre la producción y ventas, puede incluirse en los contratos formativos.
4. Los contratos formativos pueden transformarse en contratos a tiempo parcial si se acuerda la prestación de servicios durante un número de horas inferior a la jornada de trabajo de un trabajador a tiempo completo.",El contrato de trabajo podrá concertarse por tiempo indefinido o por una duración determinada.
47,¿Cuándo se pueden realizar contratos de duración determinada?," La contratación fija-discontinua puede realizarse en los siguientes casos:
1. Incumplimiento relacionado con el llamamiento.
2. Celebración de contratos, subcontratos o concesiones administrativas.
En estos últimos dos casos, los periodos de inactividad solo pueden ser plazos de espera de recolocación entre subcontrataciones y el convenio colectivo sectorial puede establecer un máximo de tres meses para dichos periodos de inactividad.

Además, se pueden realizar contratos de duración determinada en otros casos como:
- Prestación de trabajo a distancia para conciliar la vida familiar y laboral.
- Solicitud de adaptaciones razonables y proporcionadas en relación con las necesidades de la persona trabajadora y con las necesidades organizativas o productivas de la empresa, hasta que los hijos o hijas cumplan doce años o en caso de necesidades de cuidado respecto a menores mayores de doce años, cónyuge o pareja de hecho, familiares por consanguinidad hasta el segundo grado de la persona trabajadora, así como de otras personas en determinados casos.
- El empleo, así como sobre la producción y ventas, incluido el programa de producción.","a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta.
no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial 
Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
b) Cuando las circunstancias del mercado, acumulación de tareas o exceso de pedidos así lo exigieran, aun tratándose de la actividad normal de la empresa. En tales casos, los contratos podrán tener una duración máxima de seis meses, dentro de un periodo de doce meses, contados a partir del momento en que se produzcan dichas causas. Por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior, podrá modificarse la duración máxima de estos contratos y el periodo dentro del cual se puedan realizar en atención al carácter estacional de la actividad en que dichas circunstancias se puedan producir. En tal supuesto, el periodo máximo dentro del cual se podrán realizar será de dieciocho meses, no pudiendo superar la duración del contrato las tres cuartas partes del periodo de referencia establecido ni, como máximo, doce meses.

En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, por una única vez, sin que la duración total del contrato pueda exceder de dicha duración máxima.
c) Cuando se trate de sustituir a trabajadores con derecho a reserva del puesto de trabajo, siempre que en el contrato de trabajo se especifique el nombre del sustituido y la causa de sustitución.
"
48,¿Qué efecto tiene un contrato temporal celebrado en fraude de ley?," El contrato temporal celebrado en fraude de ley no es válido, y el trabajador podrá reclamar ante la jurisdicción social. Cuando se conozca el fraude, el trabajador tiene derecho a dejar de hacerlo y puede exigir su abono cuando tenga efectividad la decisión extintiva. Además, en caso de que el contrato se extinja por esta causa, no le corresponde indemnización al trabajador, salvo que se haya establecido un periodo diferente a través de negociación colectiva.",Se presumirán por tiempo indefinido los contratos temporales celebrados en fraude de ley.
49,¿Cuándo se deben notificar los contratos determinados a la representación legal de los trabajadores?," Los contratos determinados deben notificarse al representante legal de los trabajadores por parte del empresario. Este escrito se debe entregar a la autoridad laboral y contendrá los extremos pertinentes, según lo establecido en la Legislación Consolidada de España.",Los empresarios habrán de notificar a la representación legal de los trabajadores en las empresas los contratos realizados de acuerdo con las modalidades de contratación por tiempo determinado previstas en este artículo cuando no exista obligación legal de entregar copia básica de los mismos.
50,¿Qué derechos tiene un trabajador con un contrato temporal?," Un trabajador con un contrato temporal tiene derecho a recibir su salario, si no puede prestar sus servicios debido a retrasos del empleador, sin poder ser compensado con otro trabajo realizado en otro momento. Tiene el derecho de reclamar ante la jurisdicción social y negociar periódos diferentes para reclamar la cobertura de vacantes mediante una negociación colectiva. También tiene derecho a saber si las personas a las que se pretenden contratar han estado previamente contratadas bajo esta modalidad, y la duración de esas contrataciones. El contrato puede ser por tiempo parcial, esto significa que se ha acordado la prestación de servicios durante un número de horas inferior a la jornada de trabajo de un trabajador a tiempo completo.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
El empresario deberá informar a los trabajadores de la empresa con contratos de duración determinada o temporales, incluidos los contratos formativos, sobre la existencia de puestos de trabajo vacantes, a fin de garantizarles las mismas oportunidades de acceder a puestos permanentes que los demás trabajadores."
51,¿Qué derechos tiene un trabajador con un contrato de duración determinada?," En un contrato de duración determinada (o contrato formativo), el trabajador tiene derecho a que la información sobre sus previos contratos formativos se informe al servicio público de empleo competente. Esta información tendrá valor liberatorio para no exceder la duración máxima del contrato. El contrato puede tener una duración máxima anual de 12 meses, aunque en ciertos casos (como en el caso de certificados de profesionalidad de nivel 1 y 2 o programas de formación en alternancia) solo se pueden concertar con personas menores de 30 años. Además, en ciertos casos se pueden realizar contratos vinculados a estudios de formación profesional o universitaria con otras titulaciones siempre que no haya tenido otro contrato formativo previo en una formación del mismo nivel y del mismo sector productivo.","Los trabajadores con contratos temporales y de duración determinada tendrán los mismos derechos que los trabajadores con contratos de duración indefinida, sin perjuicio de las particularidades específicas de cada una de las modalidades contractuales en materia de extinción del contrato y de aquellas expresamente previstas en la ley en relación con los contratos formativos. 
Cuando un determinado derecho o condición de trabajo esté atribuido en las disposiciones legales o reglamentarias y en los convenios colectivos en función de una previa antigüedad del trabajador, esta deberá computarse según los mismos criterios para todos los trabajadores, cualquiera que sea su modalidad de contratación.
"
52,¿Qué características tiene un contrato fijo-discontinuo?," El contrato fijo-discontinuo tiene las siguientes características:
1. No debe exceder el 60% de las horas ordinarias contratadas.
2. El trabajador deberá conocer el día y la hora de realización de las horas complementarias pactadas con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo inferior.
3. El pacto de horas complementarias podrá quedar sin efecto por renuncia del trabajador si concurre alguna de las siguientes circunstancias: atención de responsabilidades familiares, necesidades formativas o incompatibilidad con otro contrato a tiempo parcial.
4. La empresa puede solicitar información relativa a si las personas a las que pretenden contratar han estado previamente contratadas bajo esta modalidad y la duración de estas contrataciones.
5. Los convenios colectivos de ámbito sectorial pueden establecer una bolsa sectorial de empleo para favorecer su contratación y formación durante los periodos de inactividad, y podrán acordar la celebración a tiempo parcial de estos contratos.
6. Los contratos fijos-discontinuos pueden ser temporales o definitivas que procedan en los términos previstos en la norma.
7. Las empresas deben elaborar un censo anual del personal fijo-discontinuo si las peculiaridades de la actividad así lo justifican.","1. El contrato por tiempo indefinido fijo-discontinuo se concertará para realizar trabajos que tengan el carácter de fijos-discontinuos y no se repitan en fechas ciertas, dentro del volumen normal de actividad de la empresa.

A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido.

2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.

3. Este contrato se deberá formalizar necesariamente por escrito en el modelo que se establezca y en él deberá figurar una indicación sobre la duración estimada de la actividad, así como sobre la forma y orden de llamamiento que establezca el convenio colectivo aplicable, haciendo constar igualmente, de manera orientativa, la jornada laboral estimada y su distribución horaria.

4. Los convenios colectivos de ámbito sectorial podrán acordar, cuando las peculiaridades de la actividad del sector así lo justifiquen, la celebración a tiempo parcial de los contratos fijos-discontinuos, así como los requisitos y especialidades para la conversión de contratos temporales en contratos fijos-discontinuos.
"
53,¿Es posible la discriminación en las relaciones laborales?," Sí, es posible la discriminación en las relaciones laborales. Sin embargo, existen leyes que prohíben esta práctica directa e indirecta entre mujeres y hombres. Además, se pueden establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación. También hay derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual, sin embargo, puede reducirse el límite de edad de jubilación para alcanzar la igualdad real y efectiva entre mujeres y hombres en ciertas actividades económicas si la tasa de ocupación de las mujeres en esas mismas es inferior al 20%. La legislación que regula esto se encuentra en el Boletín Oficial del Estado, Legislatión Consolidada, Página 47 y 27.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
54,¿Es posible la discriminación en las relaciones laborales?," Si se refiere a la discriminación laboral directa o indirecta entre mujeres y hombres, sí es posible. Sin embargo, existen medidas como la suspensión del contrato de trabajo en determinadas causas y la promoción económica en función del trabajo desarrollado (artículo 45 y 25 de la legislación española). Asimismo, con el objetivo de alcanzar la igualdad real entre mujeres y hombres, se puede rebajar el límite para que una trabajadora tenga derecho a una promoción económica (artículo 25.2). Estas medidas están destinadas a eliminar o compensar situaciones de discriminación laboral.","Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta 

Serán igualmente nulas las órdenes de discriminar y las decisiones del empresario que supongan un trato desfavorable de los trabajadores como reacción ante una reclamación efectuada en la empresa o ante una acción administrativa o judicial destinada a exigir el cumplimiento del principio de igualdad de trato y no discriminación.                                                                     
El empresario está obligado a pagar por la prestación de un trabajo de igual valor la misma retribución, satisfecha directa o indirectamente, y cualquiera que sea la naturaleza de la misma, salarial o extrasalarial, sin que pueda producirse discriminación alguna por razón de sexo en ninguno de los elementos o condiciones de aquella.
"
55,¿Es posible realizar registros sobre el trabajador?," Es posible realizar registros sobre el trabajador, pero deben cumplirse las condiciones establecidas en la legislación. El empleador no está obligado a comunicar informaciones específicas relacionadas con secretos industriales, financieros o comerciales que puedan obstaculizar el funcionamiento de la empresa o del centro de trabajo u ocasionar graves perjuicios en su estabilidad económica. El registro se dirige al empleador y también se enviará una copia a la autoridad laboral.","Solo podrán realizarse registros sobre la persona del trabajador, en sus taquillas y efectos particulares, cuando sean necesarios para la protección del patrimonio empresarial y del de los demás trabajadores de la empresa, dentro del centro de trabajo y en horas de trabajo. "
56,¿Qué derechos y obligaciones tiene un trabajador en materia de seguridad y salud en el trabajo?," El trabajador tiene derecho a una protección eficaz en materia de seguridad y salud en el trabajo (Artículo 19.1), está obligado a observar las medidas legales y reglamentarias de seguridad y salud en el trabajo (Artículo 19.2). Tiene derecho a la intimidad en el uso de los dispositivos digitales puestos a su disposición por el empleador, a la desconexión digital y a la intimacia frente al uso de dispositivos de videovigilancia y geolocalización (Artículo 20 bis). El empresario deberá garantizar que los trabajadores nocturnos que ocupe dispongan de una evaluación gratuita de su estado de salud antes de su afectación a un trabajo nocturno y, posteriormente, a intervalos regulares (Artículo 19.4). Los trabajadores nocturnos a los que se reconozcan problemas de salud ligados al hecho de su trabajo tendrán derecho a ser destinados a un puesto de trabajo diurno que exista en la empresa y para el que sean profesionalmente aptos (Artículo 19.5). El empleador puede verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico (Artículo 31).","1. El trabajador, en la prestación de sus servicios, tendrá derecho a una protección eficaz en materia de seguridad y salud en el trabajo.

2. El trabajador está obligado a observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.

3. En la inspección y control de dichas medidas que sean de observancia obligada por el empresario, el trabajador tiene derecho a participar por medio de sus representantes legales en el centro de trabajo, si no se cuenta con órganos o centros especializados competentes en la materia a tenor de la legislación vigente.
"
57,¿Es obligatorio realizar formación acerca de Prevención de Riesgos Laborales?," Sí, la formación acerca de Prevención de Riesgos Laborales es obligatoria para los trabajadores. La empresa debe garantizar que todos sus empleados, tanto diurnos como nocturnos, reciban una evaluación gratuita de su estado de salud antes de ser afectados a un trabajo nocturno y en intervalos regulares, en cumplimiento con la Ley 31/1995 sobre Prevención de Riesgos Laborales. Además, los trabajadores nocturnos que tengan problemas de salud ligados al hecho de su trabajo nocturno tendrán derecho a ser destinados a un puesto de trabajo diurno en la empresa si existen y son profesionalmente aptos.","El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. "
58,¿Cuál es la obligación de los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo?," Los delegados de prevención o representantes legales de los trabajadores en materia de seguridad y salud en el trabajo tienen la obligación de cumplir con las siguientes tareas:

1. Observar en su trabajo las medidas legales y reglamentarias de seguridad y salud en el trabajo.
2. Realizar inspecciones para comprobar el cumplimiento de las normas laborales, de seguridad social y de empleo, así como del resto de los pactos, condiciones y usos de la empresa.
3. Controlar las condiciones de seguridad y salud en el desarrollo del trabajo en la empresa, con las particularidades establecidas por la legislación.
4. Colaborar con la dirección de la empresa para conseguir el establecimiento de medidas que permitan mantener y mejorar la productividad, así como mantener un nivel de protección en materia de salud y seguridad adaptado a la naturaleza de su trabajo.
5. Participar, si es establecido por convenio colectivo, en la gestión de obras sociales establecidas en la empresa en beneficio de los trabajadores o de sus familiares.","Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; 

Si el riesgo de accidente fuera inminente, la paralización de las actividades podrá ser acordada por los representantes de los trabajadores, por mayoría de sus miembros. 
El acuerdo será comunicado de inmediato a la empresa y a la autoridad laboral, la cual, en veinticuatro horas, anulará o ratificará la paralización acordada.
"
59,¿Cuáles son los poderes de dirección y control del empresario en la actividad laboral?,"1. El empresario tiene el poder de dirigir y controlar las operaciones de la empresa, asumiendo el riesgo y ventura de la misma.
2. Puede consultar con el comité de empresa sobre una cuestión determinada, y este tiene derecho a ser informado trimestralmente sobre la evolución general del sector económico, la situación económica de la empresa, la producción y ventas, incluidos los programas de producción, y las actuaciones medioambientales que tengan repercusión directa en el empleo.
3. Los trabajadores están organizados en grupos profesionales, que agrupan aptitudes profesionales, titulaciones y contenido general de la prestación. La definición de los grupos profesionales se basará en criterios y sistemas que buscan garantizar la ausencia de sesgos de género y otros factores relacionados con el puesto de trabajo.","1. El trabajador estará obligado a realizar el trabajo convenido bajo la dirección del empresario o persona en quien este delegue.

 el trabajador debe al empresario la diligencia y la colaboración en el trabajo que marquen las disposiciones legales, los convenios colectivos y las órdenes o instrucciones adoptadas por aquel en el ejercicio regular de sus facultades de dirección y, en su defecto, por los usos y costumbres. 
3. El empresario podrá adoptar las medidas que estime más oportunas de vigilancia y control para verificar el cumplimiento por el trabajador de sus obligaciones y deberes laborales, 
4. El empresario podrá verificar el estado de salud del trabajador que sea alegado por este para justificar sus faltas de asistencia al trabajo, mediante reconocimiento a cargo de personal médico. La negativa del trabajador a dichos reconocimientos podrá determinar la suspensión de los derechos económicos que pudieran existir a cargo del empresario por dichas situaciones.
"
60,¿Puede el trabajador tener una prestación laboral para diferentes empresarios?," Sí, un trabajador puede recibir una prestación laboral por parte de diferentes empresarios. La legislación indica que se pueden establecer periodos distintos para reclamar la cobertura de vacantes a efectos de hacerlo y se puede establecer un nuevo colegio de delegados de personal adaptado a la composición de la empresa, siempre y cuando se cumpla con las normas electorales del título correspondiente.","No podrá efectuarse la prestación laboral de un trabajador para diversos empresarios cuando se estime concurrencia desleal o cuando se pacte la plena dedicación mediante compensación económica expresa, en los términos que al efecto se convengan.
"
61,¿Cuáles son las características de un pacto de no concurrencia posterior a la extinción del contrato?," Las características de un pacto de no concurrencia posterior a la extinción del contrato son las siguientes:

* La empresa puede retrasar la concesión del permiso si lo justifica por escrito y ofrece una alternativa igual de flexible.
* El trabajador tiene derecho a recibir una indemnización al finalizar el contrato, equivalente a la parte proporcional de doce días de salario por año de jornada.
* Si el trabajador continúa en la empresa después del contrato, no podrá concertarse un nuevo período de prueba y su antigüedad en la empresa se computará a partir del contrato formativo.
* Los contratos formativos que se realizan en fraude de ley o cuya empresa incumple sus obligaciones formativas se entienden como contratos indefinidos de carácter ordinario.
* No se puede identificar la causa de este contrato como la realización de trabajos en el marco de contratas, subcontratas o concesiones administrativas que constituyan la actividad habitual u ordinaria de la empresa, a menos que concurran las circunstancias de la producción.
* Se pueden celebrar contratos de duración determinada para la sustitución de una persona trabajadora con derecho a reserva de puesto de trabajo, siempre y cuando se especifique el nombre de la persona sustituida y la causa de la sustitución. El contrato de sustitución puede iniciarse antes de que se produzca la ausencia de la persona sustituida y solo podrá durar hasta quince días."," no podrá tener una duración superior a dos años para los técnicos y de seis meses para los demás trabajadores, solo será válido si concurren los requisitos siguientes:

a) Que el empresario tenga un efectivo interés industrial o comercial en ello.

b) Que se satisfaga al trabajador una compensación económica adecuada.
"
62,¿Cuál es el régimen de la compensación económica por plena dedicación del trabajador?," La compensación económica por plena dedicación del trabajador se calculará sobre la base de veinte días por año de servicio, con un límite máximo de una anualidad. El salario diario, base del cálculo, no puede exceder el doble del salario mínimo interprofesional, incluyendo la parte proporcional de las pagas extraordinarias.","el trabajador podrá rescindir el acuerdo y recuperar su libertad de trabajo en otro empleo, comunicándolo por escrito al empresario con un preaviso de treinta días, perdiéndose en este caso la compensación económica u otros derechos vinculados a la plena dedicación."
63,¿Tendrá derecho el empresario a percibir una compensación económica por especialización profesional si se abandona el trabajo?," El empresario tiene el derecho a percibir una compensación económica por su especialización profesional si abandona el trabajo solo si se dispone en una norma legal o convencional un periodo determinado para la duración de la ausencia y compensación económica. Cuando la prestación del trabajo sea imposible debido a más del veinte por ciento de las horas laborables en un periodo de tres meses, la empresa puede pasar al trabajador afectado a la situación de excedencia regulada. En caso de que el trabajador perciba indemnización por cumplimiento del deber o desempeño del cargo, dicho importe se descontará del salario a que tuviera derecho en la empresa."," El acuerdo no será de duración superior a dos años y se formalizará siempre por escrito. Si el trabajador abandona el trabajo antes del plazo, el empresario tendrá derecho a una indemnización de daños y perjuicios."
64,¿Cuáles son las reglas del sistema de clasificación profesional?,"1. Los grupos profesionales se definen basándose en aptitudes, titulaciones y contenido de la prestación laboral. Pueden incluir diferentes tareas, funciones, especialidades y responsabilidades del trabajador.
2. La definición de los grupos profesionales se basa en criterios que garantizan ausencia de discriminación productiva o de la empresa. Puede establecerse un nuevo colegio para adaptarse a esta composición, y las normas electorales de este título se ajustarán al número de colegios.
3. Para expedición de certificaciones acreditativas de capacidad representativa de las organizaciones sindicales, las comunidades autónomas deben remitir mensualmente copia de actas electorales registradas a la oficina pública estatal.","1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.

2. Se entenderá por grupo profesional el que agrupe unitariamente las aptitudes profesionales, titulaciones y contenido general de la prestación, y podrá incluir distintas tareas, funciones, especialidades profesionales o responsabilidades asignadas al trabajador.

3. La definición de los grupos profesionales se ajustará a criterios y sistemas que tengan como objeto garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres.

4. Por acuerdo entre el trabajador y el empresario se asignará al trabajador un grupo profesional y se establecerá como contenido de la prestación laboral objeto del contrato de trabajo la realización de todas las funciones correspondientes al grupo profesional asignado o solamente de alguna de ellas. Cuando se acuerde la polivalencia funcional o la realización de funciones propias de más de un grupo, la equiparación se realizará en virtud de las funciones que se desempeñen durante mayor tiempo.
"
65,¿Qué derechos tiene el trabajador respecto a la promoción y formación profesional en el trabajo?,"1. Los derechos que tiene el trabajador respecto a la promoción y formación profesional incluyen:
   - La adaptación de la jornada ordinaria de trabajo para asistencia a cursos de formación profesional.
   - La concesión de permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.
   - La formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo, que correrá a cargo de la empresa.
   - El derecho a un permiso retribuido de veinte horas anuales de formación profesional acumulables por un periodo de hasta cinco años, solo cuando el trabajador pueda realizar las acciones formativas dirigidas a la obtención de la formación profesional para el empleo en el marco de un plan de formación desarrollado por iniciativa empresarial o comprometido por la negociación colectiva.
   - En la negociación colectiva se pactarán los términos del ejercicio de estos derechos, que se acomodarán a criterios y sistemas que garanticen la ausencia de discriminación entre trabajadores de uno y otro sexo.

2. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional, que se considerará en todo caso tiempo de trabajo efectivo.
3. Se podrá celebrar contratos formativos con personas que carezcan de la cualificación profesional reconocida por las titulaciones o certificados requeridos para concertar un contrato formativo, pero solo si no hay otro contrato formativo previo en una formación del mismo nivel formativo y del mismo sector productivo. En el supuesto de que el contrato se suscriba en el marco de certificados de profesionalidad de nivel 1 y 2, y programas públicos o privados de formación en alternancia de empleo-formación, que formen parte del Catálogo de especialidades formativas del Sistema Nacional de Empleo, el contrato solo podrá ser concertado con personas de hasta treinta años. La actividad desempeñada por la persona trabajadora en la empresa deberá estar sujeta a las normas laborales y reglamentos de la misma.","a) Al disfrute de los permisos necesarios para concurrir a exámenes, 
cuando curse con regularidad estudios para la obtención de un título académico o profesional.

b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.

c) A la concesión de los permisos oportunos de formación o perfeccionamiento profesional con reserva del puesto de trabajo.

d) A la formación necesaria para su adaptación a las modificaciones operadas en el puesto de trabajo. La misma correrá a cargo de la empresa, 
El tiempo destinado a la formación se considerará en todo caso tiempo de trabajo efectivo.

3. Los trabajadores con al menos un año de antigüedad en la empresa tienen derecho a un permiso retribuido de veinte horas anuales de formación profesional para el empleo, vinculada a la actividad de la empresa, acumulables por un periodo de hasta cinco años. "
66,¿Cómo se regulan los ascensos?," Los ascensos se regulan en la Disposición adicional vigesimoquinta del Régimen jurídico aplicable en los casos de contratas y subcontratas suscritas con centros especiales de empleo, según el Boletín Oficial del Estado (BOE). No se especifica en el contexto provisto como se realiza la elección de delegados para decidir sobre ascensos. Para esto, es necesario consultar normas específicas sobre la elección de delegados y comités de empresa. En cuanto a las organizaciones sindicales, son las que tengan la consideración de más representativas a nivel estatal las que tendrán participación en este tipo de decisiones, según lo establecido en el BOE.","1. Los ascensos dentro del sistema de clasificación profesional se producirán conforme a lo que se establezca en convenio o, en su defecto, en acuerdo colectivo entre la empresa y los representantes de los trabajadores.

teniendo en cuenta la formación, méritos, antigüedad del trabajador, así como las facultades organizativas del empresario.

2. Los ascensos y la promoción profesional en la empresa se ajustarán a criterios y sistemas que tengan como objetivo garantizar la ausencia de discriminación, tanto directa como indirecta, entre mujeres y hombres, pudiendo establecerse medidas de acción positiva dirigidas a eliminar o compensar situaciones de discriminación.
"
67,¿Cómo se regula la promoción económica?," La promoción económica se regula en parte a través de la legislación laboral que establece normas sobre las causas económicas, como la situación económica negativa de la empresa. Las comunidades autónomas remiten mensualmente copias de las actas electorales registradas a la oficina pública estatal para la expedición de certificaciones acreditativas de capacidad representativa de las organizaciones sindicales en el ámbito estatal.","1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual."
68,¿Qué se considera salario?," Salario se refiere a la remuneración financiera que una persona recibe por su trabajo en una empresa. Además, los miembros del comité de representación tienen derecho a un crédito de horas mensuales retribuidas para el ejercicio de sus funciones de representación, dependiendo del número de trabajadores en la empresa y siguiendo una escala determinada.","1. Se considerará salario la totalidad de las percepciones económicas de los trabajadores, en dinero o en especie, por la prestación profesional de los servicios laborales por cuenta ajena, ya retribuyan el trabajo efectivo, cualquiera que sea la forma de remuneración, o los periodos de descanso computables como de trabajo.

En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional.

2. No tendrán la consideración de salario las cantidades percibidas por el trabajador en concepto de indemnizaciones o suplidos por los gastos realizados como consecuencia de su actividad laboral, las prestaciones e indemnizaciones de la Seguridad Social y las indemnizaciones correspondientes a traslados, suspensiones o despidos.
"
69,¿Qué debe comprender el salario?," El salario se refiere a la remuneración económica que una empresa paga a sus empleados por el trabajo realizado. En el contexto proporcionado, también incluye un crédito de horas mensuales retribuidas para el ejercicio de las funciones de representación. El número de horas es determinado por la cantidad de trabajadores en la empresa y se establece según una escala específica (15 horas para hasta cien trabajadores, 20 horas para 101 a 255 trabajadores, y 30 horas para más de 255 trabajadores). También se especifica que el desempeño de la representación no puede ser utilizado como motivo de discriminación en la promoción económica o profesional.","Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa."
70,¿Quién satisface las cargas fiscales y de Seguridad Social a cargo del trabajador?," El trabajador y el empleador pagan las cargas fiscales y de Seguridad Social. El Fondo de Garantía Salarial puede reembolsar las cantidades satisfechas por parte del empleador en caso de insolvencia, siempre que se cumplan determinadas condiciones. Este fondo se financia con las aportaciones de todos los empresarios, tanto públicos como privados. El tipo de cotización se establece por el Gobierno en base al salario para atender contingencias derivadas de accidentes, enfermedades y desempleo en el sistema de la Seguridad Social.","Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario."
71,¿Cómo se fija el Salario Mínimo Interprofesional?," El Salario Mínimo Interprofesional se fija anualmente por el Gobierno, teniendo en cuenta factores como el índice de precios de consumo, la productividad media nacional, el incremento de la participación del trabajo en la renta nacional y la coyuntura económica general. Se calcula al mes y anual proporcionalmente, y cualquier pago extraordinario se incluye en la determinación del límite de inembargabilidad, que es doble del importe mensual del salario mínimo interprofesional.","1. El Gobierno fijará, previa consulta con las organizaciones sindicales y asociaciones empresariales más representativas, anualmente, el salario mínimo interprofesional, 

Igualmente se fijará una revisión semestral para el caso de que no se cumplan las previsiones sobre el índice de precios citado.

La revisión del salario mínimo interprofesional no afectará a la estructura ni a la cuantía de los salarios profesionales cuando estos, en su conjunto y cómputo anual, fueran superiores a aquel.

2. El salario mínimo interprofesional, en su cuantía, es inembargable.
"
